"","Grant Number","ZipFilter","MarketShare","value","Tx","Year","None","MCR","COM","MCD","Total","Sites","Att","ID","Expandor","SwitchEMR","eScripts","eDecisionSupport","InterOrgHITexchange","PatientPortals","UDSQualRep","UDSQualRep.levels","UDSQualRep.highlowuse","FirstSwitch","IMM2yo","Pap","ChildBMI","AdultBMI","Tobac","CRC","DepScrn","IMM2yo.denom","Pap.denom","ChildBMI.denom","AdultBMI.denom","Tobac.denom","CRC.denom","DepScrn.denom","TotalAccess","Zips","l.Sites","l.Total","Pct.NHA","Pct.NHB","Pct.HL","Pct.NHW","Pct.ESL","Pct.LessThan100pctFPL","Pct.LessThan200pctFPL","Pct.FarmWorker","Pct.Homeless","Pct.Children","TotalDeliveries","BirthsLT1500","Births1500to2499","BirthsGTE2500","TotalHTN","Sample","Controlcount","Pct.HBW","Pct.HTN.CNTRL","EIN","Unrestricted surplus (deficit) before depreciation","Surplus as a pct of before dep expenses","Unrestricted surplus (deficit) after depreciation","Surplus as a pct of after dep expenses","Total revenue (unrestricted & restricted)","Total revenue, pct change over prior year","Program services revenue","Membership dues","Investment income","Government grants","All other grants and contributions","Other revenue","Total expenses before depreciation","Total expenses, pct change over prior year","Personnel","Professional Fees","Occupancy","Interest","Pass-Through","All other expenses","Total Expenses(after depreciation)","One Month of Savings","Debt Principal Payment","Fixed Asset Additions","Total Full Costs(estimated)","Months of cash","Months of cash and investments","Months of estimated liquid unrestricted net assets","Cash","Investments","Receivables","Gross land, buildings and equipment (LBE)","Accumulated depreciation (pct of LBE)","Liabilities (as pct of assets)","Unrestricted net assets","Temporarily restricted net assets","Permanently restricted net assets","Total restricted net assets","Total net assets","Liabilities","Staffing","LBE.pct","Qcomp","CostOfCare","Liquidity","Profitability","Efficiency","NetWorth","Altmans.Z"
"1371","H80CS00711",2,2.0030487804878,1,0,2017,7.31911918909472,20.9157637189794,30.2901083537225,41.4750087382034,14305,5,0,265,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,11.2,47.79,40.51,51.71,89.44,56.02,49.28,125,4080,1970,8438,7620,3902,7346,232,4,1.6094379124341,9.56836440548421,0.314575323313527,4.97728067109402,3.5791681230339,85.3547710590703,1.76162181055575,43.9763356041592,76.8913589100036,0.782943026913667,0.328556448794128,20.4543865781195,73,0,6,67,3126,3126,2391,91.7808219178082,76.4875239923225,"37-1056692",3014644,30.7,2838402,0.284,12829705,0.171,0.775,0,0.001,0.215,0,0.009,9815061,0.167,0.69,0.13,0.019,0,0,0.161,9991303,817921.75,0,561699,11370923.75,5.6,5.6,6.7,4572173,0,1786388,7823093,0.364,9.3,10457157,0,0,0,10457157,972515.601,6772392.09,0.74810897455207,49.4214285714286,686.127997203775,0.737372171116289,0.200146047844631,0.212573512229251,0.0975268817204301,7.02053478648337
"1372","H80CS00711",2,2.0030487804878,1,0,2018,6.81458003169572,20.0607501320655,28.2091917591125,44.9154780771263,15144,5,0,265,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,17.46,45.57,41.78,55.44,67.34,57.67,39.58,126,4275,2195,9807,7625,3943,8618,232,4,1.6094379124341,9.62535969288916,0.429212889593238,5.4675118858954,4.11384046487058,84.310618066561,1.70364500792393,47.2632994046476,81.7361244478586,0.726360274696249,0.508452192287374,22.3322768092974,75,1,4,70,2749,2749,2088,93.3333333333333,75.9548926882503,"37-1056692",2713109,25.1,2540022,0.231,13521535,0.054,0.798,0,0.001,0.186,0,0.014,10808426,0.101,0.714,0.121,0.019,0,0,0.146,10981513,900702.17,0,244233,12126448.17,8.2,8.2,8.8,7402848,0,1548697,8067326,0.375,8.6,12997179,0,0,0,12997179,1117757.394,7717216.164,0.620698229977444,46.4057142857143,713.710116217644,0.763692197913716,0.149247385446426,0.159417684052015,0.106279069767442,6.67924715495468
"1373","H80CS00711",2,2.0030487804878,1,0,2019,8.78718851383999,19.3828950093187,28.1769862635466,43.6529302132947,14487,5,0,265,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,30.66,50.85,51.13,59,76.42,59.38,53.99,137,3949,2073,9307,7488,3843,8419,220,4,1.6094379124341,9.58100697454165,0.414164423276041,5.31511009870919,4.35562918478636,84.4688341271485,2.43666735694071,46.6197537069615,77.8838904247298,1.53931110650928,0.876648029267619,22.5512528473804,58,1,4,54,2448,2448,1878,93.1034482758621,76.7156862745098,"37-1056692",2796083,24.9,2618202,0.229,14031006,0.038,0.75,0,0.004,0.229,0.009,0.008,11234923,0.039,0.741,0.096,0.018,0,0,0.145,11412804,936243.58,0,491178,12840225.58,10.5,10.5,11,9832018,0,1350067,8548396,0.373,6.5,15615381,0,0,0,15615381,1014999.765,8325077.943,0.54743435334687,54.49,775.517567474287,0.79143438013498,0.132698336142946,0.141713879149728,0.143846153846154,6.7277618389361
"1374","H80CS00711",2,2.0030487804878,1,0,2020,5.85668860459957,18.1838349478666,27.6639798861199,43.392738297715,13523,5,0,265,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,22.52,41.27,42.83,46.08,60.96,51.5,44.82,111,3412,1791,7571,6376,3565,7539,220,4,1.6094379124341,9.51214721847336,0.389763200470657,5.39785262538609,4.36828945433152,83.8285041917929,2.47095161053096,46.2546353522868,83.238566131026,1.67671716428887,1.10310339755846,21.0986909839682,23,NA,NA,20,2129,2129,1548,86.9565217391304,72.7101925786754,"37-1056692",3302282,28.7,3129518,0.268,14819176,0.056,0.677,0,0.004,0.312,0,0.007,11516894,0.025,0.748,0.091,0.019,0,0,0.143,11689658,959741.17,0,992018,13641417.17,13.2,13.2,13.1,12655244,0,1551282,9530019,0.352,8.7,18744899,NA,NA,0,18744899,1630806.213,8614636.712,0.508405993545231,44.2828571428571,851.652296088146,0.789706294660828,0.131843871970415,0.139122269058113,0.104942528735632,6.65537561884152
"1375","H80CS00713",2,1.00119402985075,1,0,2015,36.518459252486,3.14321636758487,9.92113384386787,50.4171905360613,8749,3,0,266,0,0,100,100,0,100,"We use the EHR to extract automated reports",2,100,2018,73.91,35.71,9.51,27.08,93.66,31,78.57,23,1012,568,2574,2160,871,2449,118,2,1.09861228866811,9.07669468710627,0.457195108012344,0.857240827523146,29.3290661789919,67.9391930506344,24.1741913361527,60.0982969482227,87.3928448965596,6.67504857698023,0.0914390216024688,32.4265630357755,20,0,0,20,378,378,208,100,55.026455026455,"39-1181480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.92,NA,NA,NA,NA,NA,NA
"1376","H80CS00713",2,1.00119402985075,1,0,2016,35.279304029304,3.55998168498168,10.3136446886447,50.8470695970696,8736,4,0,266,0,0,100,100,0,100,"We use the EHR to extract automated reports",2,100,2018,9.43,35.92,44.05,51.94,63.24,29.83,27.54,53,1019,538,2370,1488,875,2266,158,2,1.38629436111989,9.07520769798469,0.446428571428571,0.915750915750916,31.2385531135531,65.8195970695971,24.8397435897436,58.7190650779102,88.4738771769019,8.59661172161172,0.125915750915751,35.0389194139194,6,0,0,6,517,517,285,100,55.1257253384913,"39-1181480",-43824,-0.8,-338790,-0.058,5405144,0.03,0.571,0,0.001,0.428,0,0,5513487,0.072,0.7,0.101,0.008,0,0,0.191,5808453,459457.25,0,0,6267910.25,2,2,2.7,940658,0,683574,6849032,0.387,7.1,5464667,0,0,0,5464667,387991.357,3859440.9,1.2533301663212,37.4214285714286,631.122596153846,0.644930572209245,-0.0399834113512809,-0.0127864539568223,0.130845070422535,4.15186098604129
"1377","H80CS00713",2,1.00119402985075,1,0,2017,34.4851357173632,2.585092632486,10.5385609651012,52.3912106850496,11605,4,0,266,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,2018,23.81,39.9,50.37,62.44,95.91,31.31,47.51,42,1030,538,2513,1442,987,2406,158,2,1.38629436111989,9.35919131870854,0.46531667384748,1.25807841447652,27.3158121499354,68.3153813011633,20.611805256355,57.8193737600276,92.6766151988269,7.62602326583369,0.18957345971564,32.8909952606635,2,0,0,2,526,526,250,100,47.5285171102662,"39-1181480",1408111,21.5,1088644,0.159,7945361,0.47,0.68,0,0.001,0.32,0,0,6537250,0.186,0.749,0.065,0.007,0.002,0,0.178,6856717,544770.83,0,654432,8055919.83,3.4,3.4,4.9,1833253,0,1254426,7503466,0.395,14.7,6553311,0,0,0,6553311,963336.717,4896400.25,1.14498854090703,50.1785714285714,563.313227057303,0.618753779690487,0.102788131028326,0.132951725238395,0.0580272108843537,5.34847826695252
"1378","H80CS00713",2,1.00119402985075,1,0,2018,29.0718321226796,3.44632768361582,12.1872477804681,55.2945924132365,12390,6,0,266,0,100,100,100,100,100,"We use the EHR to extract automated reports",2,100,2018,7.89,35.8,21.01,37.21,94.57,27.1,59.82,38,1039,576,2545,1381,1000,2434,243,2,1.79175946922805,9.42464497462319,0.581113801452784,1.33979015334948,24.8991121872478,70.2017756255044,18.0710250201776,50.3362869648767,91.7369488630298,6.1501210653753,0.161420500403551,32.1226795803067,5,0,0,4,426,426,280,80,65.7276995305164,"39-1181480",88198,1,-297440,-0.033,8911544,0.122,0.676,0,0.001,0.319,0.003,0.001,8538356,0.306,0.777,0.014,0.013,0.002,0,0.193,8923994,711529.67,126862,533928,10296313.67,1.4,1.4,2.9,1020950,0,1493808,8037393,0.417,14.9,6255871,50000,0,50000,6305871,939574.779,6634302.612,1.2745888712281,40.4857142857143,689.132849071832,0.597591050393422,-0.0281876178610408,0.0353660594887241,0.0571140939597315,4.1259353747758
"1379","H80CS00713",2,1.00119402985075,1,0,2019,21.5647977941176,2.78033088235294,12.4195772058824,63.2352941176471,17408,6,0,266,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,2018,29.03,42.49,19.45,38.12,86.03,31.98,72.48,31,1019,509,2450,1432,988,2304,257.5,2,1.79175946922805,9.76468514965567,1.82674632352941,1.48207720588235,19.2784926470588,74.0579044117647,13.5282628676471,55.5924501922405,91.5239426773855,5.19301470588235,0.172334558823529,35.05859375,11,1,0,10,572,572,369,90.9090909090909,64.5104895104895,"39-1181480",272004,2.5,-272806,-0.024,11122646,0.248,0.579,0,0,0.356,0.058,0.006,10901684,0.277,0.751,0.067,0.014,0.002,0,0.167,11446494,908473.67,0,1568085,13923052.67,0.6,0.6,1.3,576074,0,859489,9550476,0.402,22.5,5983065,0,0,0,5983065,1346189.625,8187164.684,1.59625141963191,45.6542857142857,626.245634191176,0.544606204292557,-0.024832061855961,0.0201129815759802,0.0344444444444444,3.662990081366
"1380","H80CS00713",2,1.00119402985075,1,0,2020,26.1190463548027,3.80183720065842,8.87803323952636,56.1832952795625,18833,6,0,266,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,2018,18.18,32.57,25.19,24.53,80.86,18.04,43.64,33,1391,540,4163,1625,1779,4143,257.5,2,1.79175946922805,9.84336592919475,1.53773485882229,1.4695077149155,28.7761100031489,64.385430880655,20.578356250656,59.8829404499812,93.0677119690705,17.3716804870368,0.17319198068647,29.3271753962423,NA,0,0,NA,878,878,384,NA,43.7357630979499,"39-1181480",372261,2.7,-239489,-0.017,14472490,0.301,0.702,0,0,0.259,0.035,0.004,13600229,0.248,0.751,0.073,0.021,0.003,0,0.153,14211979,1133352.42,103880,0,15449211.42,1.3,1.3,0.9,1512604,0,739379,9988803,0.446,23.3,5743576,NA,NA,5e+05,6243576,1454753.208,10213771.979,1.59985287277675,34.7157142857143,722.148834492646,0.510063324364955,-0.019564838401717,0.0712585776763028,0.0329184549356223,3.79565605431167
"1381","H80CS00717",1,0.269607375615959,1,0,2015,58.1186955244344,8.85319753207325,8.62795024973068,24.4001566937616,20422,8,0,268,0,0,100,100,0,100,"We use the EHR but only to access individual patient charts",1,0,NA,95.71,100,87.14,97.14,100,81.43,70,132,5090,3775,9484,8095,4256,10902,254,3,2.07944154167984,9.92436803011548,0.269317402800901,0.190970521986093,97.7475271765743,1.7677014983841,94.9955929879542,79.0563790365273,95.2686606670196,2.44834002546274,7.14425619430027,29.9431985114093,311,1,8,304,2542,70,62,97.7491961414791,88.5714285714286,"74-2176836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2028571428571,NA,NA,NA,NA,NA,NA
"1382","H80CS00717",1,0.269607375615959,1,0,2016,61.8647812638091,10.0014729709825,10.340256296951,17.7934894682575,20367,6,0,268,0,0,100,100,NA,100,"We use the EHR but only to access individual patient charts",1,0,NA,88.57,100,97.14,90,92.86,81.43,44.29,129,4939,3734,9273,7526,4301,11226,178,3,1.79175946922805,9.92167122296976,0.309323906319046,0.196396130996219,97.088427357981,2.39603279815388,95.0066283694211,79.3387888707038,95.3322422258592,2.96067167476801,8.87219521775421,28.624736092699,227,1,7,221,3546,70,62,97.3568281938326,88.5714285714286,"74-2176836",1993889,11.4,870319,0.047,19363124,0.135,0.517,0,0.005,0.467,0.012,0,17526187,0.11,0.65,0.034,0.018,0,0,0.298,18649757,1460515.58,0,0,20110272.58,4.2,4.2,4.6,6191846,0,1329082,17816333,0.372,5.2,17976788,296733,0,296733,18273521,950223.092,11392021.55,0.974980847971226,84.8985714285714,860.518829479059,0.721211381135475,0.0343493718598865,0.0724994307790412,0.182307692307692,5.52174486427018
"1383","H80CS00717",1,0.269607375615959,1,0,2017,61.3711681855841,9.84362054681027,9.91611433305717,18.8690969345485,19312,5,0,268,0,0,100,100,100,100,"We use the EHR but only to access individual patient charts",1,0,NA,85.71,97.14,94.29,90,94.29,80,42.86,104,4553,3696,9139,7805,4365,9710,158,3,1.6094379124341,9.86848194333731,0.414250207125104,0.253728251864126,97.0381110190555,2.26284175642088,94.9979287489644,79.3427230046948,95.3327809997238,3.60915492957746,11.9821872410936,29.1476801988401,226,0,11,217,3576,70,52,96.0176991150443,74.2857142857143,"74-2176836",579370,3.5,-467987,-0.027,17337313,-0.105,0.477,0,0.006,0.469,0.048,0,16525196,-0.057,0.723,0.034,0.019,0,0,0.225,17572553,1377099.67,0,0,18949652.67,5.3,5.3,5.3,7232022,0,1222845,17823315,0.427,5.3,17508801,529480,0,529480,18038281,956028.893,11947716.708,0.988082789041816,83.47,855.695733222867,0.6864356522076,-0.0178089564947834,0.0309046112855143,0.178679245283019,4.84025287569468
"1384","H80CS00717",1,0.269607375615959,1,0,2018,62.7838944736982,10.0792511036647,10.3824264666773,16.7544279559598,18801,5,0,268,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,85.71,94.96,96.16,86.47,96.65,74.49,96.4,91,4527,3466,8848,5974,3948,9106,158,3,1.6094379124341,9.84166533889278,0.319131961065901,0.249986702834956,97.5905536939525,1.7179937237381,95.0002659433009,79.334798950429,95.3336642791291,3.76043827455986,15.3768416573586,29.1261103132812,194,3,8,184,3608,3608,3451,94.8453608247423,95.6485587583149,"74-2176836",1511339,9.7,533169,0.032,16985883,-0.02,0.516,0,0.007,0.467,0.01,0,15617254,-0.055,0.778,0.039,0.018,0,0,0.164,16595424,1301437.83,0,0,17896861.83,6.5,6.5,6.7,8421335,0,1274077,17883639,0.48,5.5,18041970,386770,0,386770,18428740,1013580.7,12150223.612,0.970421146535249,90.12,830.660815914047,0.668215160847993,0.0193323910964159,0.0496256742119227,0.171818181818182,4.96040867175036
"1385","H80CS00717",1,0.269607375615959,1,0,2019,63.2213428376749,10.7657634047906,11.0225902825096,14.9903034750249,19079,5,0,268,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,69.15,52.22,95.48,78.05,93.4,64.99,55.9,94,4408,3492,8967,8207,4430,9519,158,3,1.6094379124341,9.85634353272731,0.309240526233031,0.172965040096441,97.7776613030033,1.67199538759893,94.8687038104722,79.4654633807706,95.3627212773343,2.90371612767965,15.4410608522459,27.6953718748362,178,5,5,171,3640,3640,2860,96.0674157303371,78.5714285714286,"74-2176836",982235,6.1,36264,0.002,17139019,0.009,0.516,0,0.008,0.466,0.01,0,16223531,0.039,0.77,0.045,0.018,0,0,0.166,17169502,1351960.92,0,0,18521462.92,7,7,7.1,9406496,0,1087191,17969558,0.53,6.1,18078234,320023,0,320023,18398257,1122293.677,12492118.87,0.976698934034892,72.7414285714286,850.334451491168,0.646386488961466,0.00127406414834289,0.0321638660665711,0.153934426229508,4.62222114421916
"1386","H80CS00717",1,0.269607375615959,1,0,2020,60.6919159398232,13.9261253878124,13.7680735233858,10.6538664169057,17083,5,0,268,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,65.43,77.85,94.43,84.27,93.88,66.44,56.75,81,4103,2117,9541,6929,4112,8897,158,3,1.6094379124341,9.74583909594706,0.298350298350298,0.16965016965017,98.5082485082485,0.959400959400959,95.004095004095,79.4607577283645,95.3591074610676,2.20545220545221,15.7657657657658,22.6863226863227,170,0,NA,160,3965,3965,3056,94.1176470588235,77.0744010088272,"74-2176836",1270191,7.5,297731,0.017,18391666,0.073,0.512,0,0.011,0.429,0.048,0,16932179,0.044,0.788,0.052,0.018,0,0,0.143,17904639,1411014.92,0,0,19315653.92,7.7,7.7,7.5,10904453,0,1243250,18493653,0.568,8.7,18375965,NA,NA,509319,18885284,1643019.708,13342557.052,0.979262636452806,77.0071428571429,991.171281390856,0.616333167500812,0.00971663917223507,0.0476312797645117,0.104942528735632,4.50509367769674
"1387","H80CS00719",2,0.917799888096918,1,0,2015,26.7656969947046,9.14827040781239,15.1004057492607,48.9856268482223,58164,12,2019,269,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,83.92,55.3,67.14,45.71,99.55,31.77,45.71,1219,13314,15906,29772,29614,9718,30102,532,9,2.484906649788,10.9710218856334,0.856199711161543,24.14208101231,42.8667216835156,29.9618320610687,21.666322811361,84.4542050691244,94.4484447004608,0.491713087132934,2.53593287944433,42.6122687573069,1362,40,92,1246,7376,7376,4388,91.4831130690162,59.4902386117137,"74-2867580",2865499,6.4,2152942,0.047,47497645,0.201,0.24,0,0.003,0.12,0.638,0,44632146,0.02,0.726,0.02,0.091,0,0,0.163,45344703,3719345.5,0,0,49064048.5,3,3,3.7,11239740,0,6934691,10721211,0.279,19.5,0,0,0,0,21404361,4173850.395,32402937.996,0.500889094516767,61.3,767.350010315659,0.740747030296126,0.0745074983971631,0.0991671685301195,0.0412820512820513,5.81194448988589
"1388","H80CS00719",2,0.917799888096918,1,0,2016,29.2818178534013,12.5952819623569,15.0861601820743,43.0367400021675,55362,12,2019,269,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,20.6,47.82,63.58,22.47,87.52,26.99,47.81,1427,13923,14345,28306,19903,9961,33960,532,9,2.484906649788,10.9216487168066,0.888696217622196,24.327155810845,44.6226653661356,27.9144539575882,19.7193020483364,79.1130300365129,97.8891820580475,0.0054188793757451,9.949062533868,43.9543369097937,1210,17,104,1105,10285,10285,6124,91.3223140495868,59.5430238210987,"74-2867580",1562949,3.2,844483,0.017,50592370,0.065,0.243,0,0.002,0.129,0.626,0,49029421,0.099,0.735,0.019,0.087,0,0,0.159,49747887,4085785.08,0,0,53833672.08,2.5,2.5,3.7,10106152,0,8586356,10843542,0.341,15.8,0,0,0,0,22248844,3515317.352,36036624.435,0.487375523869914,45.2557142857143,885.615060872078,0.753277570968359,0.0285916024654617,0.0529166560863758,0.0532911392405063,5.44626511469282
"1389","H80CS00719",2,0.917799888096918,1,0,2017,30.7164818461326,12.6921615366014,15.6751995025391,40.9161571147269,57894,12,2019,269,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,42.14,55.77,69.75,35.71,53.57,26.99,67.03,1450,12931,14668,26903,22331,10879,27883,492,9,2.484906649788,10.9663690312484,0.849828997823609,23.3461153141949,45.0685736000276,27.9977199709814,22.3201022558469,55.5543574952152,96.3231528155916,0.124365219193699,18.884513075621,41.5241648530072,1263,13,92,1155,10822,10822,6114,91.4489311163896,56.4960266124561,"74-2867580",100177,0.2,-443355,-0.009,51547959,0.019,0.238,0,0.001,0.131,0.629,0,51447782,0.049,0.714,0.022,0.085,0,0,0.18,51991314,4287315.17,0,0,56278629.17,2.6,2.6,3.6,10955721,0,7210267,10688734,0.386,14.1,0,0,0,0,21805489,3074573.949,36733716.348,0.490185475776306,50.1371428571429,888.654817424949,0.755699153850798,-0.015365076121683,0.00347177144870777,0.0609219858156028,4.99459469034625
"1390","H80CS00719",2,0.917799888096918,1,0,2018,32.6776287030499,11.5101382023605,16.0630821480211,39.7491509465685,59478,12,2019,269,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,46.47,55.58,70.84,46.66,83.01,38.38,68.34,1347,13390,14706,28256,23277,11216,28885,532,9,2.484906649788,10.993361775261,0.919667776320656,23.4036114193483,45.8909176502236,28.2121120414271,21.984599347658,78.3301624925927,95.324829242429,0.0807021083425804,8.18790140892431,40.2199132452335,1226,20,93,1125,11871,11353,6386,91.7618270799347,56.2494494847177,"74-2867580",712258,1.2,230614,0.004,58648651,0.138,0.238,0,0.002,0.12,0.641,0,57936393,0.126,0.736,0.021,0.077,0,0,0.166,58418037,4828032.75,0,0,63246069.75,2.6,2.6,3.3,12656510,0,7763113,10726607,0.43,18.8,0,0,0,0,22036103,4142787.364,42641185.248,0.486774226822229,58.4685714285714,974.081055180067,0.707504664288423,0.00740423479824043,0.0228681930365248,0.0431914893617021,4.86439372420955
"1391","H80CS00719",2,0.917799888096918,2,1,2019,33.8834687425638,11.8468912533569,16.7046265764694,37.5650134276099,58834,12,2019,269,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,47.8,49.71,70.03,55.26,86.74,39.9,74.15,1318,13821,14914,29187,24578,11481,30275,532,9,2.484906649788,10.9824751980679,0.880443281095965,23.4762212326206,45.9326239929293,27.8801373355543,21.4467824727199,80.496599373853,96.3661880600237,0.134276098854404,9.5438012033858,39.2511133018323,1032,15,87,939,11891,11891,6736,90.9883720930232,56.647884955008,"74-2867580",10409393,17.8,9927237,0.169,68812404,0.173,0.231,0,0.003,0.104,0.663,0,58403011,0.008,0.714,0.022,0.092,0,0,0.172,58885167,4866917.58,0,0,63752084.58,4.5,4.5,5.4,21716507,0,11209072,10722607,0.475,18.2,0,NA,NA,0,31963340,5817327.88,41699749.854,0.335465786741936,60.5128571428571,992.674490940613,0.732294808311163,0.227437561780918,0.238483977318095,0.0449450549450549,7.19510502919693
"1392","H80CS00719",2,0.917799888096918,2,1,2020,36.2146152143939,11.1409944337583,16.0025192775801,35.1251978824451,58747,12,2019,269,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,48.4,54.77,65.9,51.91,84.38,32.38,62.25,1190,14843,13441,31582,25148,11534,32139,532,9,2.484906649788,10.9809953668728,0.883602378929482,22.6440101954121,47.8640611724724,26.7969413763806,21.6295666949873,80.247913797294,95.7101190958438,0.113848768054376,11.2642310960068,35.3338997451147,933,17,77,850,13639,12690,6718,91.1039657020364,52.9393223010244,"74-2867580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1414285714286,NA,NA,NA,NA,NA,NA
"1393","H80CS00721",1,0.680879712746858,1,0,2015,52.1748400852878,8.63539445628998,23.7313432835821,15.4584221748401,9380,4,0,271,0,0,100,100,0,100,"We use the EHR in combination with another data analytic system",3,100,NA,75,81.43,100,88.57,90,72.86,85.71,60,2277,1157,5293,4455,1796,6005,173,3,1.38629436111989,9.14633504200027,0.447761194029851,3.69936034115139,63.2196162046908,30.0959488272921,7.44136460554371,70.5165409170052,96.053395240859,2.6545842217484,0.11727078891258,25.4904051172708,44,1,1,42,1149,70,61,95.4545454545455,87.1428571428571,"75-2123252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7957142857143,NA,NA,NA,NA,NA,NA
"1394","H80CS00721",1,0.680879712746858,1,0,2016,50.1684210526316,7.87368421052632,28.4,13.5578947368421,9500,4,0,271,0,0,100,100,0,100,"We use the EHR in combination with another data analytic system",3,100,NA,25,77.14,82.86,75.46,96.53,64.29,77.83,56,2153,1082,5114,2939,1515,4597,173,3,1.38629436111989,9.15904707758863,0.315789473684211,3.35789473684211,62.0105263157895,32.7578947368421,9.09473684210526,72.1955403087479,96.5008576329331,2.41052631578947,0.115789473684211,24.5052631578947,17,0,1,16,1219,70,50,94.1176470588235,71.4285714285714,"75-2123252",528965,7.7,362906,0.052,7373845,0.038,0.378,0,0,0.586,0.035,0.001,6869880,0.037,0.696,0.038,0.037,0.006,0,0.223,7035939,572490,18445,0,7626874,2.4,2.4,1.3,1353955,0,430746,3207307,0.569,33.2,2129977,0,0,0,2129977,707152.364,4781436.48,1.50579419402181,71.3014285714286,723.145263157895,0.426677401158011,0.0726973995233982,0.100954365457748,0.0201204819277108,3.73553711594299
"1395","H80CS00721",1,0.680879712746858,1,0,2017,41.0952194357367,7.43534482758621,36.6575235109718,14.8119122257053,10208,4,0,271,0,0,100,100,0,100,"We use the EHR in combination with another data analytic system",3,100,NA,18.33,67.14,74.53,82.51,95.77,58.57,90.43,60,2354,899,4711,3188,1625,5058,173,3,1.38629436111989,9.23092700558457,0.264498432601881,3.47766457680251,62.0493730407524,32.2884012539185,8.65987460815047,52.3700146168302,85.2265608686573,2.54702194357367,0.21551724137931,24.2163009404389,23,0,1,22,1213,70,49,95.6521739130435,70,"75-2123252",457014,6.6,272833,0.038,7406199,0.004,0.461,0,0,0.529,0.009,0,6949185,0.012,0.78,0.026,0.035,0.005,0,0.154,7133366,579098.75,47618,193066,7953148.75,2.9,2.9,1.7,1685319,0,324036,3223425,0.568,29.9,2402810,0,0,0,2402810,718440.19,5420364.3,1.34152305009551,69.6114285714286,680.758718652038,0.459184219477983,0.0521392070753978,0.0873367502551225,0.0234448160535117,3.79374231341198
"1396","H80CS00721",1,0.680879712746858,1,0,2018,49.2051257346565,7.25503420368051,19.2407746411022,24.2990654205607,10379,4,0,271,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,20.9,60.68,83.03,80.39,93.15,34.98,90.66,67,2485,943,5654,3895,2084,5621,173,3,1.38629436111989,9.24753981296529,0.317949706137393,3.34328933423259,62.4530301570479,27.2858656903363,9.80826669235957,61.6424692452621,81.6025712069157,2.9386260718759,0.28904518739763,19.7417862992581,34,1,3,30,1843,1843,1095,88.2352941176471,59.4139989148128,"75-2123252",905832,12.7,685974,0.094,8019765,0.083,0.459,0,0,0.526,0.014,0,7113933,0.024,0.772,0.025,0.028,0.005,0,0.17,7333791,592827.75,38256,0,7964874.75,4.1,4.1,2.9,2437028,0,308968,3407118,0.598,25.7,3088784,0,0,0,3088784,793817.488,5491956.276,1.10306126941865,66.2557142857143,685.416032373061,0.501987123918068,0.111484038813518,0.147215214930196,0.0289105058365759,4.67611577489392
